name,vendor,link,price,description,characteristics,reviews,combined_info,category,price_log
"Platine de Déploiement pour Capteur de Température, Altitude et Pression BMP280",Pimoroni,https://eu.robotshop.com//fr/products/platine-deploiement-pour-capteur-temperature-altitude-pression-bmp280#,10.49,"la platine de déploiement pour capteur de température, altitude et pression bmp280 est un capteur environnemental rapide et précis capable de mesurer la température, la pression et l'altitude. le bmp280 est compatible avec raspberry pi et arduino. si vous recherchez un simple capteur de température et de pression, c'est celui-ci qu'il vous faut. il est économique et précis (± 1 hpa, ± 1 ° c), et idéal pour suivre les températures autour de votre maison ou même pour mesurer l’altitude lors de vols en ballon à haute altitude.",non specifié,0.0,"description: la platine de déploiement pour capteur de température, altitude et pression bmp280 est un capteur environnemental rapide et précis capable de mesurer la température, la pression et l'altitude. le bmp280 est compatible avec raspberry pi et arduino. si vous recherchez un simple capteur de température et de pression, c'est celui-ci qu'il vous faut. il est économique et précis (± 1 hpa, ± 1 ° c), et idéal pour suivre les températures autour de votre maison ou même pour mesurer l’altitude lors de vols en ballon à haute altitude. | caractéristiques: non specifié | prix: 2.44",capteur,2.4414770918606643
Module de capteur de température et d'humidité DHT11,Cytron,https://eu.robotshop.com//fr/products/module-capteur-temperature-humidite-dht11#,1.51,"le module de capteur de température et d'humidité dht11 est le capteur le plus courant, généralement utilisé par les étudiants et les fabricants. la fonction principale de ce capteur est de mesurer la température et l'humidité de l'environnement. le capteur est également calibré en usine et donc facile à interfacer avec n'importe quel microcontrôleur comme arduino. le capteur peut mesurer la température de 0 à 50 °c et l'humidité de 20 à 90 % avec une précision de ±1 °c et ±1 %.","tension de fonctionnement : 3,0 à 5,5 v courant de fonctionnement : 0,3 ma (mesure) 60 ua (veille) sortie : données série plage de température : 0 à 50 °c plage d'humidité : 20 à 90 % précision : ± 1 °c et ± 1 % résolution : la température et l'humidité sont toutes deux en 16 bits",0.0,"description: le module de capteur de température et d'humidité dht11 est le capteur le plus courant, généralement utilisé par les étudiants et les fabricants. la fonction principale de ce capteur est de mesurer la température et l'humidité de l'environnement. le capteur est également calibré en usine et donc facile à interfacer avec n'importe quel microcontrôleur comme arduino. le capteur peut mesurer la température de 0 à 50 °c et l'humidité de 20 à 90 % avec une précision de ±1 °c et ±1 %. | caractéristiques: tension de fonctionnement : 3,0 à 5,5 v courant de fonctionnement : 0,3 ma (mesure) 60 ua (veille) sortie : données série plage de température : 0 à 50 °c plage d'humidité : 20 à 90 % précision : ± 1 °c et ± 1 % résolution : la température et l'humidité sont toutes deux en 16 bits | prix: 0.92",capteur,0.9202827531436926
"Capteur de Force Interlink Electronics Circulaire de 0,2 po",Interlink Electronics,https://eu.robotshop.com//fr/products/capteur-force-interlink-electronics-circulaire-02-po#,6.86,le capteur de force interlink circulaire 0.2po vous permet de détecter la force appliquée. les capteurs de force sont des dispositifs qui diminuent la résistance lorsqu'une pression accrue est appliquée à la surface du capteur. applications :,non specifié,5.0,description: le capteur de force interlink circulaire 0.2po vous permet de détecter la force appliquée. les capteurs de force sont des dispositifs qui diminuent la résistance lorsqu'une pression accrue est appliquée à la surface du capteur. applications : | caractéristiques: non specifié | prix: 2.06,capteur,2.061786606441115
Cellule de Force à Bouton 1000Kg,Phidgets,https://eu.robotshop.com//fr/products/cellule-force-bouton-1000kg#,69.33,"la cellule de charge à bouton de 1000 kg est un module de détection de force. elle se présente sous la forme d'une structure métallique soigneusement conçue, avec de petits éléments appelés ""extensomètres"" montés dans des endroits précis de la structure. les cellules de charge sont conçues pour mesurer une force spécifique, et ignorer les autres forces exercées.  cette cellule de charge à bouton est utilisée pour des applications lourdes. le fond de la cellule de charge peut être boulonné sur une surface, et la force exercée sur le bouton du dessus. en n'appliquant la charge que sur le bouton, qui est légèrement arrondi, la cellule de charge est moins sensible aux erreurs qui peuvent résulter d'une charge qui n'appuierait pas précisément sur la cellule.",puissance nominale : 2 mv/v jauge du câble : 5x 22 awg tension d'alimentation maximale : 12 v cc température de fonctionnement : de -35 à 65 °c,4.33,"description: la cellule de charge à bouton de 1000 kg est un module de détection de force. elle se présente sous la forme d'une structure métallique soigneusement conçue, avec de petits éléments appelés ""extensomètres"" montés dans des endroits précis de la structure. les cellules de charge sont conçues pour mesurer une force spécifique, et ignorer les autres forces exercées.  cette cellule de charge à bouton est utilisée pour des applications lourdes. le fond de la cellule de charge peut être boulonné sur une surface, et la force exercée sur le bouton du dessus. en n'appliquant la charge que sur le bouton, qui est légèrement arrondi, la cellule de charge est moins sensible aux erreurs qui peuvent résulter d'une charge qui n'appuierait pas précisément sur la cellule. | caractéristiques: puissance nominale : 2 mv/v jauge du câble : 5x 22 awg tension d'alimentation maximale : 12 v cc température de fonctionnement : de -35 à 65 °c | prix: 4.25",,4.2531984503199265
Adeept Upgrade Ultimate kit de démarrage pour Raspberry Pi 4 / 3B +,Adeept,https://eu.robotshop.com//fr/products/adeept-upgrade-ultimate-kit-demarrage-pour-raspberry-pi-4-3b#,51.85,"le kit de démarrage adeept upgrade ultimate pour raspberry pi 4 / 3b + est un kit complet conçu pour aider les débutants à réaliser des projets de bricolage avec le raspberry pi, kit de démarrage parfait pour l'éducation stem. les débutants et les enfants obsédés par l'électronique, la programmation ou la robotique peuvent suivre les didacticiels détaillés étape par étape tandis que les utilisateurs avancés peuvent l'utiliser pour construire des instruments scientifiques à faible coût, pour prouver les principes de chimie et de physique. deux langages de programmation code python et code c sont fournis pour que les débutants apprennent à programmer. ce kit de démarrage fournit un record de 40 projets avec diverses fonctions permettant une expérience créative dynamique, chaque projet a un schéma de circuit et un code testé avec une explication détaillée. le kit de démarrage de mise à niveau prend en charge le raspberry pi 4 modèle b, 3 modèle a +, 3 modèle b +, 3 modèle b, 2 modèle b et 1 modèle b +.","prise en charge de raspberry pi 4 modèle b, 3 modèle a +, 3 modèle b +, 3 modèle b, 2 modèle b, 1 modèle b + le code python et c est fourni aux débutants pour apprendre à programmer 40 leçons et 480 pages de didacticiels pdf sont fournis",4.0,"description: le kit de démarrage adeept upgrade ultimate pour raspberry pi 4 / 3b + est un kit complet conçu pour aider les débutants à réaliser des projets de bricolage avec le raspberry pi, kit de démarrage parfait pour l'éducation stem. les débutants et les enfants obsédés par l'électronique, la programmation ou la robotique peuvent suivre les didacticiels détaillés étape par étape tandis que les utilisateurs avancés peuvent l'utiliser pour construire des instruments scientifiques à faible coût, pour prouver les principes de chimie et de physique. deux langages de programmation code python et code c sont fournis pour que les débutants apprennent à programmer. ce kit de démarrage fournit un record de 40 projets avec diverses fonctions permettant une expérience créative dynamique, chaque projet a un schéma de circuit et un code testé avec une explication détaillée. le kit de démarrage de mise à niveau prend en charge le raspberry pi 4 modèle b, 3 modèle a +, 3 modèle b +, 3 modèle b, 2 modèle b et 1 modèle b +. | caractéristiques: prise en charge de raspberry pi 4 modèle b, 3 modèle a +, 3 modèle b +, 3 modèle b, 2 modèle b, 1 modèle b + le code python et c est fourni aux débutants pour apprendre à programmer 40 leçons et 480 pages de didacticiels pdf sont fournis | prix: 3.97",,3.967457712316247
Adaptateur pH/ORP Phidgets,Phidgets,https://eu.robotshop.com//fr/products/adaptateur-ph-orp-phidgets#,28.98,"l'adaptateur ph / orp phidgets s'interface à une électrode de verre pour ph ou orp au moyen d'un connecteur bnc et envoie les données à une entrée analogique sur une carte phidgetinterface. avec l'adaptateur ph/orp vous pouvez mesurer un ph, enregistrer le potentiel de réduction d'oxydation (orp), et surveiller les concentrations d'ions et de gaz. cet adaptateur se connecte à une entrée analogique sur le phidgetinterfacekit 8/8/8 (1018), le phidgetinterfacekit 8/8/8 avec un hub de 6 ports (1019), le phidgetsbc (1070) et le phidgettextlcd (1203).  caractéristiques :","consommation électrique : 3,0 ma impédance d'entrée : >1 teraohm tension d'entrée : 4,5 à 5,25 v cc intervalle d'entrée : -400 mv à +400 mv résolution d'entrée : 1 ph/54,4 valeur du capteur erreur min/max : ±0,09 ph erreur typique : ±0.02 ph intervalle d'entrée : -2000 mv à +2000 mv résolution d'entrée : 100 mv/20 valeur du capteur erreur min/max : ±8 mv erreur typique : ±3 mv",2.0,"description: l'adaptateur ph / orp phidgets s'interface à une électrode de verre pour ph ou orp au moyen d'un connecteur bnc et envoie les données à une entrée analogique sur une carte phidgetinterface. avec l'adaptateur ph/orp vous pouvez mesurer un ph, enregistrer le potentiel de réduction d'oxydation (orp), et surveiller les concentrations d'ions et de gaz. cet adaptateur se connecte à une entrée analogique sur le phidgetinterfacekit 8/8/8 (1018), le phidgetinterfacekit 8/8/8 avec un hub de 6 ports (1019), le phidgetsbc (1070) et le phidgettextlcd (1203).  caractéristiques : | caractéristiques: consommation électrique : 3,0 ma impédance d'entrée : >1 teraohm tension d'entrée : 4,5 à 5,25 v cc intervalle d'entrée : -400 mv à +400 mv résolution d'entrée : 1 ph/54,4 valeur du capteur erreur min/max : ±0,09 ph erreur typique : ±0.02 ph intervalle d'entrée : -2000 mv à +2000 mv résolution d'entrée : 100 mv/20 valeur du capteur erreur min/max : ±8 mv erreur typique : ±3 mv | prix: 3.4",adaptateur,3.4005304926744517
Haut-parleur sans pilote USB Raspberry Pi,Elecrow,https://eu.robotshop.com//fr/products/haut-parleur-sans-pilote-usb-raspberry-pi#,12.56,"le haut-parleur sans pilote usb raspberry pi est un haut-parleur à double canal avec amplificateur de puissance intégré, sans pilote, alimentation usb. il est livré avec un décodeur de volume et peut régler le volume.",impédance : 8 ω puissance : 3w,0.0,"description: le haut-parleur sans pilote usb raspberry pi est un haut-parleur à double canal avec amplificateur de puissance intégré, sans pilote, alimentation usb. il est livré avec un décodeur de volume et peut régler le volume. | caractéristiques: impédance : 8 ω puissance : 3w | prix: 2.61",,2.6071242825122494
Capteur de profondeur/pression haute résolution Bar30 300 m (R2),BlueRobotics,https://eu.robotshop.com//fr/products/capteur-profondeur-pression-haute-resolution-bar30-300-m-r2#,97.95,"le capteur de profondeur/pression bar30 haute résolution 300m (r2) est un capteur de pression haute pression et haute résolution, étanche à l'eau et prêt à être installé dans un boîtier étanche sur votre rov ou auv. avec une résolution de 0,2 mbar, il possède une résolution de mesure de profondeur étonnante de 2 mm dans la colonne d'eau. ce capteur comprend un capteur de température précis à ±1 °c, dont les données sont également accessibles par i2c. si vous avez besoin d'un capteur de température plus précis, veuillez consulter le capteur de température celsius.","tension d'alimentation : 2,5 - 5,5 volts tension logique i2c (sda et scl) : 2,5 - 3,6 volts courant de crête : 1,25 ma pression mécanique maximale : 50 bar | 725 psi pression de service : 0 - 30 bars | 0 - 435 psi profondeur de fonctionnement : 0 - 300 m | 0 - 990 pieds précision relative (0-45°c) : ± 200 mbar (204 cm en eau douce) | ± 2,9 psi (6,69 pi en eau douce) résolution : 0,2 mbar (2 mm en eau douce) température de fonctionnement dans l'air : -20 à +85 °c | -4 à 185 °f température de fonctionnement dans l'eau : 2 à 40 °c | 35,6 à 104 °f température de stockage : -40 à +85 °c | -40 à 185 °f précision absolue : ± 1,5 °c (entre 0 et 60 °c) | ± 2,7 °f",0.0,"description: le capteur de profondeur/pression bar30 haute résolution 300m (r2) est un capteur de pression haute pression et haute résolution, étanche à l'eau et prêt à être installé dans un boîtier étanche sur votre rov ou auv. avec une résolution de 0,2 mbar, il possède une résolution de mesure de profondeur étonnante de 2 mm dans la colonne d'eau. ce capteur comprend un capteur de température précis à ±1 °c, dont les données sont également accessibles par i2c. si vous avez besoin d'un capteur de température plus précis, veuillez consulter le capteur de température celsius. | caractéristiques: tension d'alimentation : 2,5 - 5,5 volts tension logique i2c (sda et scl) : 2,5 - 3,6 volts courant de crête : 1,25 ma pression mécanique maximale : 50 bar | 725 psi pression de service : 0 - 30 bars | 0 - 435 psi profondeur de fonctionnement : 0 - 300 m | 0 - 990 pieds précision relative (0-45°c) : ± 200 mbar (204 cm en eau douce) | ± 2,9 psi (6,69 pi en eau douce) résolution : 0,2 mbar (2 mm en eau douce) température de fonctionnement dans l'air : -20 à +85 °c | -4 à 185 °f température de fonctionnement dans l'eau : 2 à 40 °c | 35,6 à 104 °f température de stockage : -40 à +85 °c | -40 à 185 °f précision absolue : ± 1,5 °c (entre 0 et 60 °c) | ± 2,7 °f | prix: 4.59",capteur,4.594614672048575
Roues Noir 60 x 8mm Pololu (Paire),Pololu,https://eu.robotshop.com//fr/products/roues-noir-60-x-8mm-pololu-paire#,6.63,"• se monte sur les arbres de 3 mm en d des mini/micro moteurs à engrenages métalliques et des mini-moteurs à engrenages en plastique 120:1 de pololu.• livrée avec un pneu en silicone (diamètre 2,36"", 60 mm)• dimensions :  60 x 8 mm• vendue par paires pololu présente la roue noire 60 x 8 mm pololu (par paire). ces roues en plastique noir se montent par pression sur les arbres de 3 mm en d des mini-moteurs à engrenages métalliques de pololu, de ses micromoteurs à engrenages métalliques, et de son mini-moteur à engrenages en plastique 120:1 avec arbre de sortie 90 degrés, 3 mm en d. elles constituent une solution élégante d'entraînement pour des petits robots. les roues ont des pneus en silicone et ont un diamètre de 60 mm (2,36""). deux trous de montage additionnels permettent d'utiliser la roue avec le moyeu de montage universel de pololu pour des arbres de 3 mm, 4 mm et 5 mm. les fentes dans les cinq rayons permettent le montage d'accessoires additionnels (par ex. décorations ou éléments d'un encodeur). la figure ci-dessous montre cette roue montée sur un moteur à engrenages métalliques d 20 mm avec un moyeu universel de montage pour arbres de 4 mm. ",non specifié,5.0,"description: • se monte sur les arbres de 3 mm en d des mini/micro moteurs à engrenages métalliques et des mini-moteurs à engrenages en plastique 120:1 de pololu.• livrée avec un pneu en silicone (diamètre 2,36"", 60 mm)• dimensions :  60 x 8 mm• vendue par paires pololu présente la roue noire 60 x 8 mm pololu (par paire). ces roues en plastique noir se montent par pression sur les arbres de 3 mm en d des mini-moteurs à engrenages métalliques de pololu, de ses micromoteurs à engrenages métalliques, et de son mini-moteur à engrenages en plastique 120:1 avec arbre de sortie 90 degrés, 3 mm en d. elles constituent une solution élégante d'entraînement pour des petits robots. les roues ont des pneus en silicone et ont un diamètre de 60 mm (2,36""). deux trous de montage additionnels permettent d'utiliser la roue avec le moyeu de montage universel de pololu pour des arbres de 3 mm, 4 mm et 5 mm. les fentes dans les cinq rayons permettent le montage d'accessoires additionnels (par ex. décorations ou éléments d'un encodeur). la figure ci-dessous montre cette roue montée sur un moteur à engrenages métalliques d 20 mm avec un moyeu universel de montage pour arbres de 4 mm.  | caractéristiques: non specifié | prix: 2.03",,2.0320878452963655
Module Caméra Grand Angle IMX219 Arducam,ArduCAM,https://eu.robotshop.com//fr/products/module-camera-grand-angle-imx219-arducam#,9.91,"le module caméra grand angle imx219 arducam comprend un module de caméra à objectif fisheye et est principalement conçu pour la carte de caméra raspberry pi v2. il remplace le module de caméra standard imx219 par défaut pour obtenir un champ de vision beaucoup plus large. il peut être utilisé pour les applications de drone, de robot, de caméra d'action et de numérisation 3d.  remarque: la carte de caméra raspberry pi v2 est nécessaire pour fonctionner avec ce module de caméra.","capteur sony 8mp imx219 format optique: 1/4 pouce fréquence d'images: 30fps à 8mp, 60fps à 1080p, 180fps à 720p format de données: raw8 / raw10 efl: 2,5 mm f.no: 2.8 type de mise au point: mise au point fixe interface: mipi csi-2 2 voies / 4 voies sensibilité infrarouge: filtre infrarouge intégré, lumière visible uniquement",5.0,"description: le module caméra grand angle imx219 arducam comprend un module de caméra à objectif fisheye et est principalement conçu pour la carte de caméra raspberry pi v2. il remplace le module de caméra standard imx219 par défaut pour obtenir un champ de vision beaucoup plus large. il peut être utilisé pour les applications de drone, de robot, de caméra d'action et de numérisation 3d.  remarque: la carte de caméra raspberry pi v2 est nécessaire pour fonctionner avec ce module de caméra. | caractéristiques: capteur sony 8mp imx219 format optique: 1/4 pouce fréquence d'images: 30fps à 8mp, 60fps à 1080p, 180fps à 720p format de données: raw8 / raw10 efl: 2,5 mm f.no: 2.8 type de mise au point: mise au point fixe interface: mipi csi-2 2 voies / 4 voies sensibilité infrarouge: filtre infrarouge intégré, lumière visible uniquement | prix: 2.39",,2.3896797998449792
"Batterie LiPo 11.1V, 2500mAh 30C",Lynxmotion,https://eu.robotshop.com//fr/products/batterie-lipo-111v-2500mah-30c-1#,31.93,"remarque: en raison des exigences d'expédition de ces batteries et des restrictions de compagnies de livraisons, seulement deux batteries peuvent être expédiées ensemble en même temps. si plus de deux batteries sont ajoutées à votre panier, vous serez incapable de compléter votre commande. nous nous excusons pour tout inconvénient que cela pourrait causer.","tension nominale: 11,1v chimie: lipo capacité: 2,5 ah décharge continue: 75 a décharge instantanée: 125 a connecteur: deans 3 cellules",0.0,"description: remarque: en raison des exigences d'expédition de ces batteries et des restrictions de compagnies de livraisons, seulement deux batteries peuvent être expédiées ensemble en même temps. si plus de deux batteries sont ajoutées à votre panier, vous serez incapable de compléter votre commande. nous nous excusons pour tout inconvénient que cela pourrait causer. | caractéristiques: tension nominale: 11,1v chimie: lipo capacité: 2,5 ah décharge continue: 75 a décharge instantanée: 125 a connecteur: deans 3 cellules | prix: 3.49",batterie,3.494384096388273
Bâton 10 DEL RGB Grove Seeedstudio,SeeedStudio,https://eu.robotshop.com//fr/products/baton-10-del-rgb-grove-seeedstudio#,4.61,"le baton 10del rgb grove seeedstudio , avec une seule broche de signal, vous permet de contrôler facilement les 10 voyants. toutes les led sont des ws2813 mini, une commande intelligente et une led économique. les niveaux de gris de chaque pixel sont de 256, ce qui correspond à un affichage couleur «256 * 256 * 256 = 16777216».  de plus, le ws2813 prend en charge la transmission continue du point de rupture du signal, ce qui signifie que vous pouvez continuer à utiliser d'autres voyants alors qu'un voyant est cassé. vous pouvez utiliser ce petit bâton pour créer des centaines d'effets de lumière thausands, nous espérons qu'il vous apportera plus de plaisir. l'interface série en cascade, la réception et le décodage des données dépendent d'une seule ligne de signal",non specifié,0.0,"description: le baton 10del rgb grove seeedstudio , avec une seule broche de signal, vous permet de contrôler facilement les 10 voyants. toutes les led sont des ws2813 mini, une commande intelligente et une led économique. les niveaux de gris de chaque pixel sont de 256, ce qui correspond à un affichage couleur «256 * 256 * 256 = 16777216».  de plus, le ws2813 prend en charge la transmission continue du point de rupture du signal, ce qui signifie que vous pouvez continuer à utiliser d'autres voyants alors qu'un voyant est cassé. vous pouvez utiliser ce petit bâton pour créer des centaines d'effets de lumière thausands, nous espérons qu'il vous apportera plus de plaisir. l'interface série en cascade, la réception et le décodage des données dépendent d'une seule ligne de signal | caractéristiques: non specifié | prix: 1.72",,1.724550719534605
Anneau 8 DEL RGB Arc-en-Ciel ELECFreaks,ELECFreaks,https://eu.robotshop.com//fr/products/anneau-8-del-rgb-arc-en-ciel-elecfreaks#,3.8,"l'anneau 8 del rgb arc-en-ciel elecfreaks est une sorte de bagues led avec 8 perles led rgb ultra-lumineuses placées sur un panneau circulaire. ce cercle a un diamètre extérieur de 1,25 po (32 mm) et un diamètre intérieur de 0,62 po (16 mm). l'anneau est chainable. sur le panneau circulaire, vous pouvez voir une broche de sortie d'un cordon connecté à une broche d'entrée d'un autre cordon. avec la seule broche de microcontrôleur intégrée, vous pouvez utiliser un périphérique externe pour contrôler cette bague led. chaque perle sur le panneau circulaire est adressable.",non specifié,0.0,"description: l'anneau 8 del rgb arc-en-ciel elecfreaks est une sorte de bagues led avec 8 perles led rgb ultra-lumineuses placées sur un panneau circulaire. ce cercle a un diamètre extérieur de 1,25 po (32 mm) et un diamètre intérieur de 0,62 po (16 mm). l'anneau est chainable. sur le panneau circulaire, vous pouvez voir une broche de sortie d'un cordon connecté à une broche d'entrée d'un autre cordon. avec la seule broche de microcontrôleur intégrée, vous pouvez utiliser un périphérique externe pour contrôler cette bague led. chaque perle sur le panneau circulaire est adressable. | caractéristiques: non specifié | prix: 1.57",,1.5686159179138452
Contrôleur de Robot EZ-B IoTiny,EZ-Robot,https://eu.robotshop.com//fr/products/controleur-robot-ez-b-iotiny#,57.61,"le contrôleur de robot ez-b iotiny est le plus petit contrôleur ido de robot de la famille ez-b robot. il est alimenté par un processeur cortex m4 arm 100 mhz et son facteur d'encombrement vous permet d'utiliser des boîtiers personnalisés ou de le tenir dans les endroits les plus petits. inventez de nouveaux projets ido en commandant et automatisant facilement presque tout par internet.  l'ez-b iotiny peut être commandé via le wi-fi en utilisant le logiciel graphique ez-builder sur votre pc ou votre appareil mobile, sans besoin de programmation. moins vous dépensez de temps avec les compilateurs, les programmeurs de matériel et les débogueurs, plus vous pouvez consacrer de temps à la construction et la conception de projets de robotique ! ",non specifié,4.45,"description: le contrôleur de robot ez-b iotiny est le plus petit contrôleur ido de robot de la famille ez-b robot. il est alimenté par un processeur cortex m4 arm 100 mhz et son facteur d'encombrement vous permet d'utiliser des boîtiers personnalisés ou de le tenir dans les endroits les plus petits. inventez de nouveaux projets ido en commandant et automatisant facilement presque tout par internet.  l'ez-b iotiny peut être commandé via le wi-fi en utilisant le logiciel graphique ez-builder sur votre pc ou votre appareil mobile, sans besoin de programmation. moins vous dépensez de temps avec les compilateurs, les programmeurs de matériel et les débogueurs, plus vous pouvez consacrer de temps à la construction et la conception de projets de robotique !  | caractéristiques: non specifié | prix: 4.07",contrôleur,4.070905330488338
Convertisseur UART vers RS232,Atlas Scientific,https://eu.robotshop.com//fr/products/convertisseur-uart-vers-rs232#,11.51,le convertisseur uart vers rs232 est un composant simple à installer qui convertit tout signal de données uart en rs-232. ceci est très utile pour connecter des capteurs à des plc ou à des enregistreurs de données de tierce partie.,non specifié,0.0,description: le convertisseur uart vers rs232 est un composant simple à installer qui convertit tout signal de données uart en rs-232. ceci est très utile pour connecter des capteurs à des plc ou à des enregistreurs de données de tierce partie. | caractéristiques: non specifié | prix: 2.53,,2.5265283244788197
Version mondiale du kit M5Stack ATOM DTU NB-IoT (SIM7020G),M5Stack,https://eu.robotshop.com//fr/products/version-mondiale-du-kit-m5stack-atom-dtu-nb-iot-sim7020g#,36.65,"le kit m5stack atom dtu nb-iot global version (sim7020g) est une unité de transmission de données programmable (dtu) qui intègre des fonctions de communication nb-iot. le module sim7020g intégré couvre la plupart des bandes de fréquences cat-nb et intègre l'interface d'antenne externe sma pour améliorer la qualité de communication et la stabilité du signal de l'appareil. la série atom dtu adopte une conception d'architecture plus ouverte. le contrôleur atom lite peut modifier le programme à volonté en fonction de l'activité réelle, et l'ensemble de la machine réserve une variété d'interfaces (rs485, i2c, interface personnalisée) pour que les utilisateurs puissent se développer, ce qui est pratique pour un accès rapide aux capteurs et actionneurs. atom dtu nb convient parfaitement à divers scénarios d'application à faible latence et à faible débit (tels que le contrôle à distance, le suivi des actifs, la surveillance à distance, le traitement médical à distance, les vélos partagés, etc.).",interface d'extension grove : i2c antenne externe : interface d'antenne sma type de carte sim : microsim prise en charge de la bande de fréquence cat-nb : b1 / b2 / b3 / b4 / b5 / b8 / b12 / b13 / b17 / b18 / b19 / b20 / b25 / b26 / b28 / b66 / b70 / b71 / b85 protocole réseau : tcp / udp / http / https / tls / dtls / dns / ntp / ping / lwm2m / coap / mqtt / mqtts communication : uart 115 200 bits/s interface de communication : rs485 poids : 32 grammes,0.0,"description: le kit m5stack atom dtu nb-iot global version (sim7020g) est une unité de transmission de données programmable (dtu) qui intègre des fonctions de communication nb-iot. le module sim7020g intégré couvre la plupart des bandes de fréquences cat-nb et intègre l'interface d'antenne externe sma pour améliorer la qualité de communication et la stabilité du signal de l'appareil. la série atom dtu adopte une conception d'architecture plus ouverte. le contrôleur atom lite peut modifier le programme à volonté en fonction de l'activité réelle, et l'ensemble de la machine réserve une variété d'interfaces (rs485, i2c, interface personnalisée) pour que les utilisateurs puissent se développer, ce qui est pratique pour un accès rapide aux capteurs et actionneurs. atom dtu nb convient parfaitement à divers scénarios d'application à faible latence et à faible débit (tels que le contrôle à distance, le suivi des actifs, la surveillance à distance, le traitement médical à distance, les vélos partagés, etc.). | caractéristiques: interface d'extension grove : i2c antenne externe : interface d'antenne sma type de carte sim : microsim prise en charge de la bande de fréquence cat-nb : b1 / b2 / b3 / b4 / b5 / b8 / b12 / b13 / b17 / b18 / b19 / b20 / b25 / b26 / b28 / b66 / b70 / b71 / b85 protocole réseau : tcp / udp / http / https / tls / dtls / dns / ntp / ping / lwm2m / coap / mqtt / mqtts communication : uart 115 200 bits/s interface de communication : rs485 poids : 32 grammes | prix: 3.63",,3.6283329542459026
"Paire d'Encodeur Magnétique pour Moteurs Réducteurs 20D mm (20 CPR, 2.7-18V)",Pololu,https://eu.robotshop.com//fr/products/paire-encodeur-magnetique-pour-moteurs-reducteurs-20d-mm-20-cpr-27-18v#,10.31,"ajoutez des encodeurs en quadrature à vos motoréducteurs en métal 20d mm (version arrière extensible requise) avec la paire d'encodeurs magnétiques pour moteurs réducteurs 20d mm (12 cpr, 2,7-18v) qui utilise un disque magnétique et des capteurs à effet hall pour fournir 20 impulsions par tour de l'arbre du moteur. les capteurs fonctionnent de 2,7 à 18 v et fournissent des sorties numériques qui peuvent être connectées directement à un micro-contrôleur ou à un autre circuit numérique.","tension nominale minimale : 2,7 v tension nominale maximale : 18 v",0.0,"description: ajoutez des encodeurs en quadrature à vos motoréducteurs en métal 20d mm (version arrière extensible requise) avec la paire d'encodeurs magnétiques pour moteurs réducteurs 20d mm (12 cpr, 2,7-18v) qui utilise un disque magnétique et des capteurs à effet hall pour fournir 20 impulsions par tour de l'arbre du moteur. les capteurs fonctionnent de 2,7 à 18 v et fournissent des sorties numériques qui peuvent être connectées directement à un micro-contrôleur ou à un autre circuit numérique. | caractéristiques: tension nominale minimale : 2,7 v tension nominale maximale : 18 v | prix: 2.43",,2.425687290128029
Câble pour Encodeur Haute Vitesse PhidgetEncoder - 50cm,Phidgets,https://eu.robotshop.com//fr/products/cable-pour-encodeur-haute-vitesse-phidgetencoder-50cm#,6.62,brochage,non specifié,0.0,description: brochage | caractéristiques: non specifié | prix: 2.03,câble,2.030776369698555
